Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
LOB,"Live Oak Bancshares, Inc.",14.57,$590.22M,2015,Finance,Major Banks,https://old.nasdaq.com/symbol/lob,
LIVE,Live Ventures Incorporated,9.56,$16.11M,n/a,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/live,
LPSN,"LivePerson, Inc.",32.96,$2.18B,2000,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/lpsn,
LIVX,"LiveXLive Media, Inc.",3.09,$184.25M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/livx,
LVGO,"Livongo Health, Inc.",60,$5.87B,2019,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/lvgo,
LIZI,LIZHI INC.,5.4,$246.96M,2020,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/lizi,
LKQ,LKQ Corporation,25.885,$7.87B,n/a,Consumer Services,Motor Vehicles,https://old.nasdaq.com/symbol/lkq,
LMFA,"LM Funding America, Inc.",0.96,$3.65M,2015,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lmfa,
LMFAW,"LM Funding America, Inc.",0.08,n/a,2015,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lmfaw,
LMPX,"LMP Automotive Holdings, Inc.",9.84,$97.66M,2019,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/lmpx,
LOGC,"LogicBio Therapeutics, Inc.",7.14,$167.32M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/logc,
LOGI,Logitech International S.A.,57.97,$9.73B,1997,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/logi,
LOGM,"LogMein, Inc.",84.7,$4.13B,2009,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/logm,
CNCR,Loncar Cancer Immunotherapy ETF,25.2748,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cncr,
CHNA,Loncar China BioPharma ETF,27.8229,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/chna,
LONE,Lonestar Resources US Inc.,0.82,$20.72M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/lone,
LOAC,Longevity Acquisition Corporation,10.45,$55.07M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loac,
LOACR,Longevity Acquisition Corporation,0.1931,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loacr,
LOACU,Longevity Acquisition Corporation,10.4,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loacu,
LOACW,Longevity Acquisition Corporation,0.1002,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/loacw,
LOOP,"Loop Industries, Inc.",9.99,$398.77M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/loop,
LORL,"Loral Space and Communications, Inc.",18.65,$576.9M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/lorl,
LPLA,LPL Financial Holdings Inc.,80,$6.31B,2010,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/lpla,
LYTS,LSI Industries Inc.,6.28,$164.49M,1985,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/lyts,
LK,Luckin Coffee Inc.,3.89,$984.74M,2019,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/lk,
LULU,lululemon athletica inc.,296.36,$38.58B,2007,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/lulu,
LITE,Lumentum Holdings Inc.,74.23,$5.56B,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/lite,
LMNX,Luminex Corporation,29.55,$1.35B,2000,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/lmnx,
LUMO,"Lumos Pharma, Inc.",13.06,$108.3M,2011,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lumo,
LUNA,Luna Innovations Incorporated,6.06,$184.75M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/luna,
LKCO,Luokung Technology Corp,0.5473,$110.18M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/lkco,
LBC,Luther Burbank Corporation,9.63,$540.79M,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/lbc,
LYFT,"Lyft, Inc.",36.89,$11.32B,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/lyft,
LYRA,"Lyra Therapeutics, Inc.",14,$180.94M,2020,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/lyra,
MCBC,Macatawa Bank Corporation,7.235,$246.77M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mcbc,
MFNC,Mackinac Financial Corporation,9.28,$97.75M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mfnc,
MTSI,"MACOM Technology Solutions Holdings, Inc.",32.13,$2.14B,2012,Technology,Semiconductors,https://old.nasdaq.com/symbol/mtsi,
MGNX,"MacroGenics, Inc.",20.03,$984.23M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mgnx,
MDGL,"Madrigal Pharmaceuticals, Inc.",106.76,$1.65B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mdgl,
MAGS,Magal Security Systems Ltd.,2.93,$67.84M,1993,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/mags,
MGLN,"Magellan Health, Inc.",69.17,$1.73B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/mgln,
MGTA,"Magenta Therapeutics, Inc.",9.09,$358.91M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mgta,
MGIC,Magic Software Enterprises Ltd.,10.98,$537.77M,1991,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mgic,
MGYR,"Magyar Bancorp, Inc.",9.64,$56.02M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/mgyr,
MHLD,"Maiden Holdings, Ltd.",1.33,$112.68M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhld,
MNSB,"MainStreet Bancshares, Inc.",13.44,$111.02M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mnsb,
MJCO,Majesco,7.58,$328.1M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mjco,
MMYT,MakeMyTrip Limited,17.57,$1.81B,2010,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/mmyt,
MBUU,"Malibu Boats, Inc.",49.47,$1.02B,2014,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mbuu,
MLVF,"Malvern Bancorp, Inc.",11.83,$90.31M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/mlvf,
TUSK,"Mammoth Energy Services, Inc.",1.97,$90.06M,2016,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/tusk,
MANH,"Manhattan Associates, Inc.",84.21,$5.35B,1998,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/manh,
LOAN,"Manhattan Bridge Capital, Inc",4.27,$41.12M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/loan,
MNTX,"Manitex International, Inc.",4.12,$81.41M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mntx,
MTEX,"Mannatech, Incorporated",16.78,$40.09M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/mtex,
MNKD,MannKind Corporation,1.42,$302.66M,2004,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnkd,
MANT,ManTech International Corporation,70.23,$2.83B,2002,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/mant,
MARA,"Marathon Patent Group, Inc.",0.9301,$18.83M,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/mara,
MCHX,"Marchex, Inc.",1.51,$67.24M,2004,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mchx,
MRIN,Marin Software Incorporated,1.32,$9.07M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/mrin,
MARPS,Marine Petroleum Trust,1.8001,$3.6M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/marps,
MRNS,"Marinus Pharmaceuticals, Inc.",2.39,$251.34M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrns,
MRKR,"Marker Therapeutics, Inc.",2.11,$98.18M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrkr,
MKTX,"MarketAxess Holdings, Inc.",492.79,$18.68B,2004,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/mktx,
MRLN,Marlin Business Services Corp.,7.89,$94.14M,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/mrln,
MAR,Marriott International,92.26,$29.92B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mar,
MBII,"Marrone Bio Innovations, Inc.",1.1,$164.05M,2013,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/mbii,
MRTN,"Marten Transport, Ltd.",23.85,$1.31B,1986,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/mrtn,
MMLP,Martin Midstream Partners L.P.,2.55,$99.07M,2002,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/mmlp,
MRVL,Marvell Technology Group Ltd.,33.73,$22.44B,2000,Technology,Semiconductors,https://old.nasdaq.com/symbol/mrvl,
MASI,Masimo Corporation,217.39,$11.76B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/masi,
MCFT,"MasterCraft Boat Holdings, Inc.",16.03,$302.52M,2015,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mcft,
MTCH,"Match Group, Inc.",87.25,$24.79B,2015,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mtch,
MTLS,Materialise NV,25.23,$1.34B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mtls,
MTRX,Matrix Service Company,10.08,$263.49M,1990,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/mtrx,
MAT,"Mattel, Inc.",9.62,$3.34B,n/a,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/mat,
MATW,Matthews International Corporation,19.35,$605.06M,1994,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/matw,
MXIM,"Maxim Integrated Products, Inc.",57.15,$15.24B,1988,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxim,
MGRC,McGrath RentCorp,54.89,$1.33B,1984,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/mgrc,
MDCA,MDC Partners Inc.,1.41,$105.03M,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/mdca,
MDJH,MDJM LTD,2.7,$31.43M,2019,Finance,Real Estate,https://old.nasdaq.com/symbol/mdjh,
MDRR,"Medalist Diversified REIT, Inc.",2.11,$10.02M,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mdrr,
MDRRP,"Medalist Diversified REIT, Inc.",13,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mdrrp,
MBNKP,Medallion Bank,17.661,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/mbnkp,
MFIN,Medallion Financial Corp.,2.81,$69.71M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mfin,
MFINL,Medallion Financial Corp.,24.8,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mfinl,
MDIA,Mediaco Holding Inc.,3.9976,$28.37M,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/mdia,
MNOV,"MediciNova, Inc.",5.31,$234M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnov,
MDGS,Medigus Ltd.,1.8,$10.64M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mdgs,
MDGSW,Medigus Ltd.,0.2457,n/a,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mdgsw,
MDWD,MediWound Ltd.,1.92,$52.25M,2014,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/mdwd,
MEDP,"Medpace Holdings, Inc.",84.57,$2.99B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/medp,
MEIP,"MEI Pharma, Inc.",3.49,$369.94M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/meip,
MGTX,MeiraGTx Holdings plc,13.2,$493.18M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mgtx,
MLCO,Melco Resorts & Entertainment Limited,17.8,$8.49B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mlco,
MNLO,Menlo Therapeutics Inc.,2.08,$348.12M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnlo,
MTSL,MER Telemanagement Solutions Ltd.,1,$3.61M,1997,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/mtsl,
MELI,"MercadoLibre, Inc.",896.43,$44.56B,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/meli,
MBWM,Mercantile Bank Corporation,22.06,$357.51M,1998,Finance,Major Banks,https://old.nasdaq.com/symbol/mbwm,
MERC,Mercer International Inc.,8.42,$554.04M,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/merc,
MBIN,Merchants Bancorp,16.52,$474.83M,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/mbin,
MBINO,Merchants Bancorp,22.4076,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mbino,
MBINP,Merchants Bancorp,24.98,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mbinp,
MFH,Mercurity Fintech Holding Inc.,2.51,$20.64M,2015,Technology,EDP Services,https://old.nasdaq.com/symbol/mfh,
MRCY,Mercury Systems Inc,77.85,$4.33B,1998,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mrcy,
MREO,Mereo BioPharma Group plc,2.8,$119.65M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mreo,
MCMJ,Merida Merger Corp. I,9.77,$159.95M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/mcmj,
MCMJW,Merida Merger Corp. I,0.75,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/mcmjw,
EBSB,"Meridian Bancorp, Inc.",11.02,$577.47M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ebsb,
VIVO,Meridian Bioscience Inc.,16.88,$723.02M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/vivo,
MRBK,Meridian Corporation,16.31,$99.4M,2017,n/a,n/a,https://old.nasdaq.com/symbol/mrbk,
MMSI,"Merit Medical Systems, Inc.",41.89,$2.32B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mmsi,
SNUG,Merlyn.AI Tactical Growth & Income ETF,25.55,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snug,
MACK,"Merrimack Pharmaceuticals, Inc.",3.18,$42.55M,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mack,
MRSN,"Mersana Therapeutics, Inc.",19.94,$1.36B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrsn,
MRUS,Merus N.V.,15.93,$462.63M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrus,
MESA,"Mesa Air Group, Inc.",3.585,$126.17M,2018,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/mesa,
MLAB,"Mesa Laboratories, Inc.",225.08,$989.57M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mlab,
MESO,Mesoblast Limited,12.29,$1.32B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/meso,
CASH,"Meta Financial Group, Inc.",18.49,$639.9M,1993,Finance,Major Banks,https://old.nasdaq.com/symbol/cash,
METX,Meten EdtechX Education Group Ltd.,11.06,$589.42M,n/a,Finance,Business Services,https://old.nasdaq.com/symbol/metx,
METXW,Meten EdtechX Education Group Ltd.,0.3999,n/a,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/metxw,
MEOH,Methanex Corporation,20.49,$1.56B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/meoh,
MCBS,"MetroCity Bankshares, Inc.",13.11,$334.7M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/mcbs,
MGEE,MGE Energy Inc.,63.57,$2.3B,n/a,Energy,Electric Utilities: Central,https://old.nasdaq.com/symbol/mgee,
MGPI,"MGP Ingredients, Inc.",34.76,$587.29M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/mgpi,
MBOT,Microbot Medical Inc. ,6.94,$49.3M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mbot,
MCHP,Microchip Technology Incorporated,99.63,$25.11B,1993,Technology,Semiconductors,https://old.nasdaq.com/symbol/mchp,
MU,"Micron Technology, Inc.",48.69,$54.15B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/mu,
MSFT,Microsoft Corporation,187.74,$1423.72B,1986,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/msft,
MSTR,MicroStrategy Incorporated,118.02,$1.15B,1998,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mstr,
MVIS,"Microvision, Inc.",1.14,$162.51M,1996,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mvis,
MICT,"MICT, Inc.",1.17,$12.97M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mict,
MPB,Mid Penn Bancorp,19.1,$162.05M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mpb,
MTP,Midatech Pharma PLC,1.39,$10.91M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mtp,
MCEP,"Mid-Con Energy Partners, LP",2.76,$4.28M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mcep,
MBCN,Middlefield Banc Corp.,20.8,$132.48M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mbcn,
MSEX,Middlesex Water Company,68.04,$1.19B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/msex,
MSBI,"Midland States Bancorp, Inc.",15.07,$349.67M,2016,Finance,Major Banks,https://old.nasdaq.com/symbol/msbi,
MSVB,"Mid-Southern Bancorp, Inc.",12.9,$45.1M,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/msvb,
MOFG,"MidWestOne Financial Group, Inc.",19.89,$320.03M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mofg,
MIST,Milestone Pharmaceuticals Inc.,4.08,$100.41M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mist,
MLND,"Millendo Therapeutics, Inc. ",2.02,$38.38M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mlnd,
TIGO,Millicom International Cellular S.A.,26.49,$2.68B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tigo,
MIME,Mimecast Limited,42.76,$2.69B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mime,
MNDO,MIND C.T.I. Ltd.,2.04,$40.59M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/mndo,
NERV,"Minerva Neurosciences, Inc",3.41,$133.74M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nerv,
MGEN,"Miragen Therapeutics, Inc.",0.9313,$49.43M,2014,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/mgen,
MRTX,"Mirati Therapeutics, Inc.",102.37,$4.47B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrtx,
MIRM,"Mirum Pharmaceuticals, Inc.",17.65,$448.13M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mirm,
MSON,"MISONIX, Inc.",13.46,$233.69M,1992,Capital Goods,Medical Specialities,https://old.nasdaq.com/symbol/mson,
MIND,"Mitcham Industries, Inc.",1.98,$24.12M,1994,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/mind,
MINDP,"Mitcham Industries, Inc.",19.676,n/a,n/a,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/mindp,
MITK,"Mitek Systems, Inc.",9.5,$391.01M,n/a,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/mitk,
MKSI,"MKS Instruments, Inc.",104,$5.72B,1999,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mksi,
MMAC,"MMA Capital Holdings, Inc.",24.67,$140.63M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/mmac,
MTC,"MMTec, Inc.",2.09,$41.95M,2019,n/a,n/a,https://old.nasdaq.com/symbol/mtc,
MINI,"Mobile Mini, Inc.",35.145,$1.56B,1994,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mini,
MOBL,"MobileIron, Inc.",4.51,$520.32M,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mobl,
MRNA,"Moderna, Inc.",62,$23.02B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mrna,
MOGO,Mogo Inc.,1.149,$32.6M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mogo,
MWK,"Mohawk Group Holdings, Inc.",4.98,$88.46M,2019,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/mwk,
MKD,Molecular Data Inc.,1.75,$201.32M,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mkd,
MTEM,"Molecular Templates, Inc.",14.15,$647.08M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mtem,
MBRX,"Moleculin Biotech, Inc.",1.12,$67.65M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mbrx,
MNTA,"Momenta Pharmaceuticals, Inc.",31.05,$3.65B,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mnta,
MOMO,Momo Inc.,19.74,$4.12B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/momo,
MKGI,"Monaker Group, Inc.",1.3689,$18.17M,n/a,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/mkgi,
MCRI,"Monarch Casino & Resort, Inc.",36,$654.19M,1993,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mcri,
MDLZ,"Mondelez International, Inc.",50.73,$72.42B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mdlz,
MGI,"Moneygram International, Inc.",3.15,$199.83M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mgi,
MDB,"MongoDB, Inc.",193.67,$11.26B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mdb,
MNCL,Monocle Acquisition Corporation,10.13,$225.7M,2019,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/mncl,
MNCLU,Monocle Acquisition Corporation,10.83,n/a,2019,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/mnclu,
MNCLW,Monocle Acquisition Corporation,0.31,n/a,2019,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/mnclw,
MPWR,"Monolithic Power Systems, Inc.",214,$9.57B,2004,Technology,Semiconductors,https://old.nasdaq.com/symbol/mpwr,
MNPR,Monopar Therapeutics Inc.,7.98,$84.86M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnpr,
MNRO,"Monro, Inc. ",56.75,$1.89B,1991,Consumer Services,Automotive Aftermarket,https://old.nasdaq.com/symbol/mnro,
MRCC,Monroe Capital Corporation,7.57,$155.4M,2012,n/a,n/a,https://old.nasdaq.com/symbol/mrcc,
MRCCL,Monroe Capital Corporation,23.08,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mrccl,
MNST,Monster Beverage Corporation,68.3,$35.96B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/mnst,
MORN,"Morningstar, Inc.",144.46,$6.18B,2005,Finance,Investment Managers,https://old.nasdaq.com/symbol/morn,
MORF,"Morphic Holding, Inc.",22.49,$688.26M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/morf,
MOR,MorphoSys AG,29.63,$3.87B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mor,
MOSY,"MoSys, Inc.",1.9,$6.71M,2001,Technology,Semiconductors,https://old.nasdaq.com/symbol/mosy,
MOTA,"Mota Group, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mota,
MPAA,"Motorcar Parts of America, Inc.",15.89,$301.35M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mpaa,
MOTS,"Motus GI Holdings, Inc.",1.15,$33.15M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mots,
MCACU,Mountain Crest Acquisition Corp,10.0225,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/mcacu,
MOXC,"Moxian, Inc.",1.1,$17.81M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/moxc,
COOP,Mr. Cooper Group Inc.,11.72,$1.08B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/coop,
MSBF,MSB Financial Corp.,11.2,$58.07M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/msbf,
MTBC,"MTBC, Inc.",6.73,$83.45M,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mtbc,
MTBCP,"MTBC, Inc.",25.605,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mtbcp,
MTSC,MTS Systems Corporation,18.61,$357.98M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mtsc,
GRIL,"Muscle Maker, Inc",2.1683,$17.22M,2020,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/gril,
MBIO,"Mustang Bio, Inc.",3.15,$135.4M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mbio,
MVBF,MVB Financial Corp.,13.25,$158.33M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mvbf,
MYSZ,"My Size, Inc.",1.09,$7.79M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mysz,
MYL,Mylan N.V.,15.94,$8.24B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myl,
MYOK,"MyoKardia, Inc.",94.16,$4.4B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myok,
MYOS,MYOS RENS Technology Inc.,0.9103,$10.04M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myos,
MYRG,"MYR Group, Inc.",28.28,$471.87M,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/myrg,
MYGN,"Myriad Genetics, Inc.",12.01,$895.4M,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/mygn,
