Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
NOVT,Novanta Inc.,100.59,$3.53B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/novt
NVAX,"Novavax, Inc.",45.57,$2.67B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/nvax
NVCR,NovoCure Limited,63.76,$6.4B,2015,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvcr
NOVS,Novus Capital Corporation,10.01,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/novs
NOVSU,Novus Capital Corporation,10.08,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/novsu
NOVSW,Novus Capital Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/novsw
NVUS,"Novus Therapeutics, Inc.",0.515,$8.28M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nvus
NUAN,"Nuance Communications, Inc.",22.63,$6.37B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nuan
NCNA,NuCana plc,5.8,$188.38M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ncna
NTNX,"Nutanix, Inc.",22.52,$4.49B,2016,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ntnx
NUVA,"NuVasive, Inc.",58,$2.97B,2004,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nuva
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,23.1,$914.05M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qqqx
NVEE,"NV5 Global, Inc.",47.12,$606.64M,2013,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/nvee
NVEC,NVE Corporation,59.22,$286.33M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/nvec
NVDA,NVIDIA Corporation,357.3,$219.74B,1999,Technology,Semiconductors,https://old.nasdaq.com/symbol/nvda
NXPI,NXP Semiconductors N.V.,106.17,$29.62B,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/nxpi
NXTD,NXT-ID Inc.,0.4742,$14.38M,n/a,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/nxtd
NYMX,Nymox Pharmaceutical Corporation,4.1,$294.04M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/nymx
OIIM,O2Micro International Limited,1.52,$40.77M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/oiim
OVLY,Oak Valley Bancorp (CA),11.88,$97.61M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ovly
OCSL,Oaktree Specialty Lending Corporation,4.51,$635.73M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ocsl
OCSI,Oaktree Strategic Income Corporation,6.25,$184.17M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ocsi
OMP,Oasis Midstream Partners LP,9.73,$328.98M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/omp
OAS,Oasis Petroleum Inc.,1.18,$382.37M,2010,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/oas
OBLN,"Obalon Therapeutics, Inc.",1,$7.73M,2016,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/obln
OBSV,ObsEva SA,5.42,$241.69M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/obsv
OBCI,"Ocean Bio-Chem, Inc.",5.73,$54.19M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/obci
OPTT,"Ocean Power Technologies, Inc.",0.5066,$4.69M,2007,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/optt
OCFC,OceanFirst Financial Corp.,16.64,$1.01B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ocfc
OCFCP,OceanFirst Financial Corp.,25.65,n/a,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ocfcp
OFED,Oconee Federal Financial Corp.,26.49,$150.34M,2011,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ofed
OCGN,"Ocugen, Inc.",0.27,$20.13M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ocgn
OCUL,"Ocular Therapeutix, Inc.",7.45,$467.66M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ocul
ODT,"Odonate Therapeutics, Inc.",37.89,$1.22B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/odt
OMEX,"Odyssey Marine Exploration, Inc.",4.34,$41.41M,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/omex
ODP,"Office Depot, Inc.",2.52,$1.33B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/odp
OPI,Office Properties Income Trust,28.015,$1.35B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/opi
OPINI,Office Properties Income Trust,24.63,n/a,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/opini
OFS,OFS Capital Corporation,5.16,$69.11M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ofs
OFSSI,OFS Capital Corporation,21.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ofssi
OFSSL,OFS Capital Corporation,22.975,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ofssl
OFSSZ,OFS Capital Corporation,22.98,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ofssz
OCCI,"OFS Credit Company, Inc.",10.59,$34.27M,2018,n/a,n/a,https://old.nasdaq.com/symbol/occi
OCCIP,"OFS Credit Company, Inc.",23.3499,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/occip
OVBC,Ohio Valley Banc Corp.,23.06,$110.4M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ovbc
OKTA,"Okta, Inc.",179.24,$22.33B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/okta
ODFL,"Old Dominion Freight Line, Inc.",157.88,$18.62B,1991,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/odfl
ONB,Old National Bancorp,13.84,$2.29B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/onb
OPOF,Old Point Financial Corporation,15.3,$79.86M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/opof
OSBC,"Old Second Bancorp, Inc.",7.67,$227.68M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/osbc
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",91.23,$6B,2015,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/olli
ZEUS,"Olympic Steel, Inc.",11.29,$124.03M,1994,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/zeus
OFLX,"Omega Flex, Inc.",94.12,$950.08M,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/oflx
OMER,Omeros Corporation,14.635,$797.76M,2009,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/omer
OMCL,"Omnicell, Inc.",64.22,$2.74B,2001,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/omcl
ON,ON Semiconductor Corporation,18.99,$7.79B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/on
ONCY,Oncolytics Biotech Inc.,2.02,$79.36M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/oncy
ONTX,"Onconova Therapeutics, Inc.",0.6069,$102.36M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ontx
ONTXW,"Onconova Therapeutics, Inc.",0.0818,n/a,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ontxw
ONCS,OncoSec Medical Incorporated,2.08,$47.33M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/oncs
ONCT,"Oncternal Therapeutics, Inc. ",2.93,$50.79M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/onct
OSS,"One Stop Systems, Inc.",1.6817,$27.72M,2018,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/oss
OSPN,OneSpan Inc.,22.1,$890.93M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/ospn
OSW,OneSpaWorld Holdings Limited,6.5,$397.92M,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/osw
ONEW,OneWater Marine Inc.,20.83,$303.08M,2020,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/onew
OPBK,OP Bancorp,6.45,$97.09M,2018,Finance,Major Banks,https://old.nasdaq.com/symbol/opbk
LPRO,Open Lending Corporation,13.4,$460.63M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lpro
OTEX,Open Text Corporation,41.88,$11.34B,1996,Technology,EDP Services,https://old.nasdaq.com/symbol/otex
OPRA,Opera Limited,7.04,$839.6M,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/opra
OPES,Opes Acquisition Corp.,11.95,$93.96M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/opes
OPESU,Opes Acquisition Corp.,20.55,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/opesu
OPESW,Opes Acquisition Corp.,2.2,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/opesw
OPGN,"OpGen, Inc.",2,$30.14M,2015,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/opgn
OPNT,"Opiant Pharmaceuticals, Inc.",8.89,$37.85M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/opnt
OPK,"Opko Health, Inc.",2.48,$1.66B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/opk
OPRT,Oportun Financial Corporation,12.78,$347.26M,2019,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/oprt
OBAS,Optibase Ltd.,11.75,$61.29M,1999,Finance,Real Estate,https://old.nasdaq.com/symbol/obas
OCC,Optical Cable Corporation,2.7101,$20.21M,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/occ
OPRX,OptimizeRx Corporation,11.91,$174.44M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/oprx
OPHC,"OptimumBank Holdings, Inc.",2.14,$6.32M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ophc
OPTN,"OptiNose, Inc.",5.46,$250.65M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/optn
OPCH,"Option Care Health, Inc.",15.46,$2.73B,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/opch
ORMP,Oramed Pharmaceuticals Inc.,3.94,$91.7M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ormp
OSUR,"OraSure Technologies, Inc.",10.36,$738.32M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/osur
ORBC,ORBCOMM Inc.,3.74,$294.05M,2006,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/orbc
OEG,"Orbital Energy Group, Inc.",0.7069,$21.5M,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/oeg
ORTX,Orchard Therapeutics plc,7.65,$744.07M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ortx
ORLY,"O&#39;Reilly Automotive, Inc.",410.35,$30.46B,1993,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/orly
OGI,Organigram Holdings Inc.,1.99,$344.43M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ogi
ORGO,Organogenesis Holdings Inc. ,3.84,$407.45M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/orgo
ONVO,"Organovo Holdings, Inc.",0.5657,$73.86M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/onvo
ORGS,Orgenesis Inc.,6.62,$145.61M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/orgs
ORIC,"Oric Pharmaceuticals, Inc.",33.54,$1B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/oric
SEED,Origin Agritech Limited,6.38,$31.97M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/seed
OBNK,"Origin Bancorp, Inc.",20.34,$477.5M,2018,Finance,Major Banks,https://old.nasdaq.com/symbol/obnk
OESX,"Orion Energy Systems, Inc.",3.52,$106.56M,2015,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/oesx
ORSN,Orisun Acquisition Corp.,10.08,$58.3M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/orsn
ORSNR,Orisun Acquisition Corp.,0.18,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/orsnr
ORSNU,Orisun Acquisition Corp.,10.35,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/orsnu
ORSNW,Orisun Acquisition Corp.,0.2,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/orsnw
ORRF,Orrstown Financial Services Inc,13.23,$148.13M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/orrf
OFIX,Orthofix Medical Inc. ,34.63,$664.99M,1992,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ofix
KIDS,OrthoPediatrics Corp.,47.62,$848.51M,2017,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/kids
OSIS,"OSI Systems, Inc.",73.61,$1.33B,1997,Technology,Semiconductors,https://old.nasdaq.com/symbol/osis
OSMT,Osmotica Pharmaceuticals plc,5.09,$299.79M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/osmt
OSN,"Ossen Innovation Co., Ltd.",2.9965,$19.77M,2010,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/osn
OTEL,Otelco Inc.,7.75,$26.52M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/otel
OTG,"OTG EXP, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/otg
OTIC,"Otonomy, Inc.",2.9,$89.52M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/otic
OTTW,"Ottawa Bancorp, Inc.",11.85,$36.98M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ottw
OTTR,Otter Tail Corporation,39.9,$1.61B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ottr
OTLK,"Outlook Therapeutics, Inc.",1.05,$113.06M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/otlk
OTLKW,"Outlook Therapeutics, Inc.",0.155,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/otlkw
OSTK,"Overstock.com, Inc.",19.75,$796.43M,2002,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/ostk
OVID,Ovid Therapeutics Inc.,5.25,$287.46M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ovid
OXBR,Oxbridge Re Holdings Limited,1.2,$6.88M,2014,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/oxbr
OXBRW,Oxbridge Re Holdings Limited,0.05,n/a,2014,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/oxbrw
OXFD,Oxford Immunotec Global PLC,13.17,$341.71M,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/oxfd
OXLC,Oxford Lane Capital Corp.,4.1,$314.03M,2011,n/a,n/a,https://old.nasdaq.com/symbol/oxlc
OXLCM,Oxford Lane Capital Corp.,23.1355,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/oxlcm
OXLCO,Oxford Lane Capital Corp.,24.12,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/oxlco
OXLCP,Oxford Lane Capital Corp.,22.68,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/oxlcp
OXSQ,Oxford Square Capital Corp.,3.33,$165.13M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/oxsq
OXSQL,Oxford Square Capital Corp.,23,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/oxsql
OXSQZ,Oxford Square Capital Corp.,22.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/oxsqz
OYST,"Oyster Point Pharma, Inc.",28.75,$738.66M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/oyst
PFIN,"P & F Industries, Inc.",5.39,$16.95M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/pfin
PTSI,"P.A.M. Transportation Services, Inc.",30.12,$172.96M,1986,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/ptsi
PCAR,PACCAR Inc.,73.17,$25.3B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/pcar
HERD,Pacer Cash Cows Fund of Funds ETF,23.7412,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/herd
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,20.4493,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ecow
VETS,Pacer Military Times Best Employers ETF,28.633,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vets
PACB,"Pacific Biosciences of California, Inc.",3.57,$550.02M,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/pacb
PEIX,"Pacific Ethanol, Inc.",0.829,$46M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/peix
PMBC,Pacific Mercantile Bancorp,3.6,$84.97M,2000,Finance,Major Banks,https://old.nasdaq.com/symbol/pmbc
PPBI,Pacific Premier Bancorp Inc,20.495,$1.93B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ppbi
PCRX,"Pacira BioSciences, Inc.",42.56,$1.79B,2011,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pcrx
PACW,PacWest Bancorp,19.33,$2.28B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/pacw
PAE,PAE Incorporated,10.55,$971.03M,2018,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/pae
PAEWW,PAE Incorporated,2.75,n/a,2018,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/paeww
PLMR,"Palomar Holdings, Inc.",78,$1.89B,2019,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/plmr
PAAS,Pan American Silver Corp.,26.14,$5.49B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/paas
PANL,Pangaea Logistics Solutions Ltd.,2.3,$103.64M,2013,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/panl
PZZA,"Papa John&#39;s International, Inc.",79.04,$2.57B,1993,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/pzza
PRTK,"Paratek Pharmaceuticals, Inc. ",4.35,$187.62M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prtk
TEUM,Pareteum Corporation,0.708,$94.13M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/teum
PCYG,"Park City Group, Inc.",5.65,$109.95M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/pcyg
PKBK,"Parke Bancorp, Inc.",13.05,$154.63M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/pkbk
PKOH,Park-Ohio Holdings Corp.,15.77,$196.48M,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/pkoh
PTNR,Partner Communications Company Ltd.,4.2,$771.21M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ptnr
PASG,"Passage Bio, Inc.",24.61,$1.12B,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/pasg
PBHC,"Pathfinder Bancorp, Inc.",9.9373,$47.24M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/pbhc
PATK,"Patrick Industries, Inc.",55.06,$1.29B,n/a,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/patk
PNBK,Patriot National Bancorp Inc.,6.0701,$23.89M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/pnbk
PATI,"Patriot Transportation Holding, Inc.",8.75,$29.55M,n/a,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/pati
PDCO,"Patterson Companies, Inc.",17.765,$1.7B,1992,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/pdco
PTEN,"Patterson-UTI Energy, Inc.",4.46,$831.8M,1993,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pten
PAVM,PAVmed Inc.,1.94,$91.04M,2016,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/pavm
PAVMW,PAVmed Inc.,0.89,n/a,2016,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/pavmw
PAVMZ,PAVmed Inc.,1,n/a,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/pavmz
PAYX,"Paychex, Inc.",73.76,$26.46B,1983,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/payx
PCTY,Paylocity Holding Corporation,128.06,$6.88B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/pcty
PYPL,"PayPal Holdings, Inc.",155.26,$182.27B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/pypl
PAYS,"Paysign, Inc.",7.32,$359.88M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/pays
CNXN,"PC Connection, Inc.",43.99,$1.15B,n/a,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/cnxn
PCB,PCB Bancorp,9.18,$141.16M,2018,Finance,Major Banks,https://old.nasdaq.com/symbol/pcb
PCIM,"PCI Media, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcim
PCSB,PCSB Financial Corporation,12.7,$214.61M,2017,Finance,Banks,https://old.nasdaq.com/symbol/pcsb
PCTI,"PCTEL, Inc.",6.62,$123.01M,1999,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/pcti
PDCE,"PDC Energy, Inc.",15.37,$1.53B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pdce
PDFS,"PDF Solutions, Inc.",16.7,$547.68M,2001,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/pdfs
PDLI,"PDL BioPharma, Inc.",3.26,$379.29M,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/pdli
PDLB,PDL Community Bancorp,10.38,$179.57M,2017,Finance,Savings Institutions,https://old.nasdaq.com/symbol/pdlb
PDSB,PDS Biotechnology Corporation,1.265,$19.43M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pdsb
PGC,Peapack-Gladstone Financial Corporation,18.57,$350.09M,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/pgc
PEER,"PeerStream, Inc.",0.7608,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/peer
PEGA,Pegasystems Inc.,92.74,$7.43B,1996,Technology,EDP Services,https://old.nasdaq.com/symbol/pega
PTON,"Peloton Interactive, Inc.",47.1,$13.34B,2019,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/pton
PENN,"Penn National Gaming, Inc.",29.65,$4.03B,1994,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/penn
PVAC,Penn Virginia Corporation,12.615,$191.22M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pvac
PFLT,PennantPark Floating Rate Capital Ltd.,8.84,$342.75M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pflt
PNNT,PennantPark Investment Corporation,3.8,$254.77M,2007,n/a,n/a,https://old.nasdaq.com/symbol/pnnt
PNNTG,PennantPark Investment Corporation,22.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pnntg
PWOD,"Penns Woods Bancorp, Inc.",21.91,$154.28M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/pwod
PEBO,Peoples Bancorp Inc.,21.21,$424.93M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/pebo
PEBK,"Peoples Bancorp of North Carolina, Inc.",18.03,$104.35M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/pebk
PFIS,Peoples Financial Services Corp. ,33.72,$247.61M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/pfis
PBCT,"People&#39;s United Financial, Inc.",12.2,$5.18B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/pbct
PBCTP,"People&#39;s United Financial, Inc.",23.46,n/a,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/pbctp
PUB,People&#39;s Utah Bancorp,21.13,$396.99M,2015,Finance,Major Banks,https://old.nasdaq.com/symbol/pub
PEP,"Pepsico, Inc.",129,$178.99B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/pep
PRCP,"Perceptron, Inc.",3.28,$31.88M,1992,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/prcp
PRDO,Perdoceo Education Corporation,15.85,$1.09B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/prdo
PRFT,"Perficient, Inc.",34.35,$1.14B,1999,Technology,EDP Services,https://old.nasdaq.com/symbol/prft
PSHG,Performance Shipping Inc.,0.6099,$30.81M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/pshg
PFMT,Performant Financial Corporation,0.665,$36.19M,2012,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/pfmt
PERI,Perion Network Ltd,5.3,$141.65M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/peri
PESI,"Perma-Fix Environmental Services, Inc.",5.65,$68.56M,n/a,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/pesi
PPIH,"Perma-Pipe International Holdings, Inc.",5.795,$46.64M,n/a,Capital Goods,Pollution Control Equipment,https://old.nasdaq.com/symbol/ppih
PSNL,"Personalis, Inc.",11.69,$370.7M,2019,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/psnl
PETQ,"PetIQ, Inc.",29.95,$850.01M,2017,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/petq
PETS,"PetMed Express, Inc.",33.86,$682.83M,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/pets
PFSW,"PFSweb, Inc.",6.36,$123.81M,1999,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/pfsw
PGTI,"PGT Innovations, Inc.",14.6,$860.32M,2006,Capital Goods,Building Products,https://old.nasdaq.com/symbol/pgti
PHAS,"PhaseBio Pharmaceuticals, Inc.",4.83,$139.01M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/phas
PHAT,"Phathom Pharmaceuticals, Inc.",49.44,$1.43B,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/phat
PAHC,Phibro Animal Health Corporation,25.56,$1.03B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pahc
PHIO,Phio Pharmaceuticals Corp.,2.48,$11.36M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/phio
PHIOW,Phio Pharmaceuticals Corp.,0.1999,n/a,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/phiow
